user_pair_id,days_since_last_snap,streak_length,avg_response_time_hrs,pct_snaps_opened,shared_stories_viewed,snap_map_checks,friend_suggestion_rank,days_since_friend_added,notification_received_7d,treatment,time_to_cold,went_cold,reactivated
7bd7bbd2,8,3,2.74,0.824,7,0,121,136,2,0,21,0,0
b6d166cd,3,3,5.44,0.578,1,6,155,190,1,0,21,0,0
bd9d0a81,0,0,6.6,0.802,2,3,52,9,4,0,21,0,0
f31c1c24,2,6,3.26,0.88,0,2,147,62,3,0,21,0,0
2d7de476,1,4,0.46,0.82,4,3,175,111,4,0,21,0,0
3f7c5f19,8,0,9.69,0.281,2,3,22,55,2,0,21,0,0
712889fa,5,4,6.79,0.632,6,2,84,9,1,0,21,0,0
ad08ba34,1,5,0.73,0.768,3,2,108,16,2,0,21,0,0
da0a4d13,1,3,3.02,0.778,3,1,33,291,1,0,21,0,0
18ddd0ec,7,53,2.38,0.806,3,1,151,436,2,0,21,0,0
3710194d,0,8,11.55,0.804,7,1,173,29,2,0,21,0,0
9cb00458,3,11,6.8,0.818,3,5,40,51,1,0,21,0,0
61f3be26,3,0,0.91,0.687,4,5,156,190,3,0,21,0,0
6863778e,1,72,31.56,0.756,6,2,134,555,2,0,21,0,0
4a72f034,0,36,3.31,0.524,2,1,116,64,3,0,21,0,0
1eb00c17,3,11,7.44,0.467,4,2,158,347,2,1,6,1,1
8953365f,2,43,2.81,0.2,1,1,192,126,1,0,21,0,0
5fa02c68,1,17,1.31,0.89,5,1,46,564,3,0,21,0,0
33f272ae,0,0,1.91,0.916,2,2,25,26,0,0,21,0,0
382353f6,16,33,0.44,0.529,1,1,150,654,2,0,21,0,0
a9582fca,7,7,0.39,0.618,4,3,33,104,3,0,21,0,0
b5edda23,1,7,2.49,0.759,4,2,1,550,2,0,21,0,0
fb14a814,0,2,1.6,0.471,5,0,147,110,2,0,21,0,0
8474dcb7,1,7,2.42,0.923,3,2,146,135,4,0,21,0,0
aed05163,0,17,1.21,0.932,7,0,101,294,5,0,21,0,0
f98e5faa,1,27,40.96,0.496,8,0,45,230,3,0,21,0,0
221f5888,5,10,4.85,0.742,6,2,190,173,4,0,21,0,0
8753ce2e,2,5,3.51,0.899,5,3,175,97,2,0,21,0,0
0bbde737,5,14,14.35,0.662,8,2,121,283,6,0,21,0,0
838582e2,2,12,36.47,0.542,1,1,164,532,3,0,21,0,0
9adc0718,0,1,0.81,0.616,5,1,73,1,5,0,21,0,0
eeb01a1f,3,10,4.94,0.784,6,1,4,159,4,0,21,0,0
eb3b1428,13,61,2.14,0.837,1,3,23,361,3,0,21,0,0
410ad23d,1,11,6.3,0.451,2,1,60,190,2,0,21,0,0
eee23864,2,17,4.06,0.778,6,3,103,290,1,0,21,0,0
7d7fce03,0,36,1.31,0.486,3,2,126,405,4,0,21,0,0
12845ced,4,33,9.97,0.773,4,4,165,250,0,0,21,0,0
2980f7b5,3,1,3.09,0.905,3,1,63,227,2,0,21,0,0
039a3a5a,6,11,4.91,0.852,2,1,76,602,2,0,21,0,0
f53d7637,5,45,8.48,0.784,7,0,157,358,7,0,21,0,0
6cf7d833,0,47,8.41,0.432,3,3,53,304,5,0,21,0,0
d3ad13e4,6,0,1.85,0.697,1,1,88,16,4,0,21,0,0
4dc4341f,7,4,2.41,0.899,4,4,172,49,5,0,21,0,0
d6c803f5,0,3,2.32,0.919,6,1,197,146,5,0,21,0,0
c654d1d0,10,20,0.97,0.091,3,3,152,222,2,0,21,0,0
31a79ab7,1,15,2.91,0.728,4,2,71,65,0,0,21,0,0
81a39dce,8,2,5.55,0.861,6,1,128,17,5,0,21,0,0
d796ae9f,0,9,1.12,0.959,1,1,144,67,1,0,21,0,0
94d99412,1,28,3.69,0.792,6,2,103,265,1,0,21,0,0
90208366,1,19,9.49,0.681,6,1,18,377,2,0,21,0,0
145edab3,5,2,11.08,0.877,1,1,17,439,5,0,21,0,0
1501dbbc,5,11,0.5,0.321,4,1,183,85,3,0,21,0,0
3aa0124d,2,1,0.19,0.715,4,3,168,83,3,0,21,0,0
170dfdf1,0,9,2.88,0.902,3,5,90,93,3,0,21,0,0
997f6bc6,9,3,2.08,0.951,3,2,116,84,3,0,21,0,0
e5d60392,8,0,0.84,0.708,2,2,67,197,5,0,21,0,0
96ffd9a7,1,2,2.46,0.686,4,4,101,79,1,0,21,0,0
c976e3c6,2,1,1.62,0.549,3,4,22,3,2,0,21,0,0
8636ed97,4,49,1.32,0.756,6,1,172,104,5,0,21,0,0
66b3195f,5,2,1.38,0.588,10,3,182,45,2,0,21,0,0
c1f82302,0,11,3.38,0.876,3,0,193,5,2,0,21,0,0
cb85ad97,0,4,0.28,0.752,2,2,93,114,2,0,21,0,0
a9fdc717,6,21,2.77,0.937,3,2,63,41,2,0,21,0,0
7e3450c8,2,30,72.0,0.44,3,2,182,108,5,0,16,1,0
3717c437,4,1,8.21,0.902,7,1,186,58,4,0,21,0,0
fc8f0a6d,4,20,2.07,0.866,7,2,172,166,4,0,21,0,0
cf433079,9,16,10.88,0.648,7,2,32,845,3,0,21,0,0
aaf3cecc,4,12,16.06,0.818,3,1,199,142,2,0,21,0,0
15cf6188,1,18,4.57,0.622,4,4,117,187,1,0,21,0,0
c5e17dc9,6,2,0.9,0.699,3,0,19,453,5,0,21,0,0
e3bd1c68,2,14,1.36,0.706,5,3,82,84,8,0,21,0,0
9b52fdc7,5,2,1.24,0.501,4,2,125,32,1,0,21,0,0
2759137f,0,10,0.57,0.879,6,2,13,59,4,0,21,0,0
cba4aac2,7,7,10.24,0.667,2,5,68,92,3,0,21,0,0
d4e0c931,2,14,33.43,0.611,6,2,144,186,2,0,21,0,0
9efc2c49,3,1,3.48,0.75,6,0,80,1,3,0,21,0,0
4247fd42,0,25,1.54,0.848,5,1,196,345,5,0,21,0,0
8503fc26,2,9,7.08,0.731,6,2,122,14,3,0,21,0,0
d31740a5,25,9,11.94,0.913,5,2,99,415,4,0,1,1,1
479d5be0,0,9,1.54,0.878,2,1,5,537,3,0,21,0,0
8ab930d2,4,6,4.43,0.802,4,0,50,830,2,0,21,0,0
a67b8364,2,24,0.5,0.764,7,1,113,298,2,0,21,0,0
68619d1b,1,19,3.82,0.766,4,0,19,27,3,0,21,0,0
60a6f4da,2,2,1.1,0.787,4,3,126,220,2,0,21,0,0
e0561a93,2,4,4.62,0.935,2,4,174,40,4,0,21,0,0
1b3c5439,5,24,1.82,0.643,2,0,44,409,5,0,21,0,0
ad5eec30,4,8,3.37,0.554,1,0,58,68,2,0,21,0,0
80904dc8,0,13,35.59,0.519,6,2,79,71,4,0,21,0,0
e85b2eea,0,0,3.71,0.622,6,0,76,449,4,0,21,0,0
86bfacc7,6,4,5.62,0.76,5,2,6,2,3,0,21,0,0
9b9f64ae,1,0,2.76,0.639,4,0,46,38,5,0,21,0,0
c265347e,2,5,0.48,0.66,4,2,102,98,2,0,21,0,0
f4a51943,2,4,1.65,0.781,3,4,9,217,2,0,21,0,0
191cea20,0,32,1.83,0.391,3,3,192,187,2,0,21,0,0
aff97113,2,4,6.29,0.864,5,1,187,199,3,0,21,0,0
3bd36481,2,7,5.07,0.84,5,1,190,381,2,0,21,0,0
9039a6ce,6,11,4.71,0.541,4,1,48,23,1,0,21,0,0
9741389c,0,8,8.91,0.786,0,2,137,132,4,1,4,1,1
aa58feda,5,30,0.93,0.963,2,3,32,232,4,0,21,0,0
806147ab,1,13,31.63,0.627,3,3,78,181,6,0,21,0,0
4415a38f,0,0,0.52,0.809,3,1,83,107,6,0,21,0,0
11538be1,3,1,0.77,0.679,4,0,9,3,4,0,21,0,0
223556e1,4,0,5.0,0.742,4,1,107,11,1,1,18,1,1
110995e9,24,0,1.0,0.797,6,3,177,22,2,1,1,1,1
bb6d5625,0,3,3.51,0.607,7,2,114,75,3,0,21,0,0
8707806c,16,12,1.49,0.601,2,3,63,22,2,0,21,0,0
7cb70a85,0,1,5.8,0.523,2,4,158,99,5,0,21,0,0
e95af5b5,8,0,3.19,0.818,8,1,134,35,3,0,21,0,0
911a32f4,0,38,1.76,0.738,3,0,87,271,3,0,21,0,0
367c876c,4,12,3.23,0.359,1,3,186,369,3,0,21,0,0
b7208f9c,1,7,30.79,0.644,5,0,194,88,1,0,21,0,0
3a715a67,2,27,3.02,0.941,4,3,151,128,1,0,21,0,0
6beb0aa5,5,22,0.72,0.721,3,1,120,552,6,0,21,0,0
4e9f6791,2,18,0.45,0.665,3,2,111,138,0,0,21,0,0
6f8774d6,12,34,1.58,0.647,5,2,2,956,3,0,21,0,0
733edde4,15,5,4.34,0.764,0,2,8,27,1,0,21,0,0
1644273a,0,18,16.45,0.511,2,0,101,356,5,0,21,0,0
d1f1b34e,0,8,8.84,0.785,2,3,107,123,1,0,21,0,0
2304af49,11,1,1.41,0.681,1,2,139,4,2,0,2,1,0
ac85ed4b,7,6,0.76,0.707,8,2,98,645,2,0,21,0,0
0993f8bf,0,3,2.64,0.748,6,2,12,603,2,0,21,0,0
1289093b,3,3,2.93,0.848,5,1,59,86,4,0,21,0,0
bf761225,6,16,2.13,0.746,4,1,84,554,3,0,21,0,0
b9d2c9f3,7,4,6.71,0.645,1,2,129,27,2,0,21,0,0
4268cfa7,3,14,1.18,0.827,5,2,144,205,2,0,21,0,0
dca58793,2,13,2.71,0.683,6,4,122,38,0,0,21,0,0
6f2b2cb6,10,7,4.55,0.826,2,3,70,50,2,0,21,0,0
6246f491,1,2,0.59,0.346,1,3,176,272,4,0,21,0,0
1e2215a9,0,0,4.72,0.715,2,3,131,85,5,0,21,0,0
05f89735,6,0,9.57,0.904,4,6,44,1,4,0,21,0,0
e95d4f3f,0,22,7.73,0.875,6,3,76,96,4,0,21,0,0
274a68bb,1,5,3.23,0.345,4,2,28,46,5,0,21,0,0
7efa8dc1,1,23,0.99,0.986,4,2,107,206,3,0,21,0,0
556373c6,9,1,1.27,0.78,6,4,3,38,3,0,21,0,0
ba3a548d,6,18,2.63,0.447,3,2,106,332,1,0,21,0,0
01a386ce,1,9,3.92,0.609,5,0,68,55,4,0,21,0,0
137f5fb7,1,15,1.11,0.928,5,5,197,89,5,0,21,0,0
853473a3,4,6,4.84,0.654,4,3,31,63,6,0,21,0,0
125ccc67,3,19,1.66,0.288,2,0,198,185,2,0,21,0,0
a06b9de7,5,13,2.29,0.872,4,3,188,19,0,0,21,0,0
d536ba96,0,31,6.83,0.608,9,3,110,117,3,1,11,1,1
00532bba,4,1,0.22,0.918,7,3,185,73,3,0,21,0,0
663637b9,5,15,3.16,0.615,1,0,106,387,3,0,21,0,0
c818ab72,1,0,2.57,0.892,2,3,50,13,4,0,21,0,0
fabf757a,15,38,1.03,0.572,5,1,53,318,2,0,21,0,0
058bc608,5,18,26.03,0.446,3,2,40,33,5,0,21,0,0
d6cc377e,4,3,1.04,0.451,4,1,49,16,3,0,21,0,0
276e89bd,5,21,7.86,0.93,5,2,19,40,0,0,21,0,0
6b5bf467,5,7,7.08,0.76,3,4,54,19,3,0,21,0,0
7b532071,2,12,5.02,0.713,3,3,2,132,5,0,21,0,0
639a8b21,1,18,0.98,0.462,3,2,25,799,5,0,21,0,0
2eacf23a,0,1,7.43,0.795,7,2,128,6,0,0,21,0,0
60232a3a,0,32,1.51,0.93,3,3,143,111,2,0,21,0,0
34638d3f,3,1,0.28,0.799,5,5,26,87,4,0,21,0,0
55fac683,3,13,2.99,0.799,3,2,40,74,2,0,21,0,0
42454dc2,11,3,3.83,0.938,4,3,113,72,5,0,21,0,0
7bbae4d8,3,23,7.58,0.784,5,1,88,405,2,0,21,0,0
cc1f7a67,0,0,1.48,0.801,4,2,151,3,3,0,21,0,0
04a8b114,9,6,24.82,0.795,6,1,19,268,4,0,21,0,0
10ae8fd1,3,21,3.21,0.627,5,2,182,52,2,0,21,0,0
607fba83,3,7,9.33,0.576,3,0,193,87,3,0,21,0,0
05bb6080,1,6,7.16,0.553,2,1,144,98,2,0,21,0,0
4e34ee0d,1,11,5.65,0.82,4,2,18,65,4,0,21,0,0
628c4362,1,2,12.3,0.697,6,2,131,17,2,0,21,0,0
ac620f66,3,3,2.54,0.672,0,2,45,21,5,0,21,0,0
05c8f991,4,6,6.22,0.821,1,3,139,63,0,0,21,0,0
b3abaf81,10,68,3.05,0.634,5,2,144,310,2,0,21,0,0
50e9636e,5,9,3.02,0.812,7,3,129,26,6,0,21,0,0
f8563880,1,0,1.62,0.701,3,3,50,244,3,0,21,0,0
fd297fd3,13,11,3.07,0.561,3,3,65,61,1,0,21,0,0
54fd1c59,1,11,14.84,0.649,3,1,30,386,6,0,21,0,0
423a4ed2,6,2,6.96,0.767,3,0,32,100,4,0,21,0,0
a0471a81,0,11,5.32,0.538,2,2,27,33,1,0,21,0,0
92811d91,10,6,1.71,0.619,2,3,102,766,3,0,21,0,0
8e0fe8d7,4,2,1.67,0.682,2,1,197,34,3,0,21,0,0
64ee8b95,18,0,1.45,0.771,5,1,106,150,3,0,19,1,0
46854b19,4,42,13.86,0.737,5,2,192,151,3,0,1,1,1
db895525,5,13,8.55,0.533,9,5,135,83,5,0,21,0,0
668b1d14,11,2,0.61,0.723,4,1,168,544,5,0,21,0,0
52c52159,0,10,9.59,0.458,4,2,184,334,3,0,21,0,0
131926d7,6,6,12.61,0.743,5,3,153,318,0,0,21,0,0
6d1eb6fb,6,0,4.29,0.832,6,0,41,657,2,0,21,0,0
2d5488de,0,25,19.34,0.401,5,2,113,109,4,0,21,0,0
6d50f3e7,6,8,1.05,0.571,5,0,36,18,2,0,21,0,0
54b69482,1,60,4.25,0.891,4,3,147,261,3,0,21,0,0
7e337fb1,4,2,15.37,0.731,5,2,94,86,0,0,21,0,0
282797fb,0,7,6.84,0.707,6,1,122,38,6,0,21,0,0
4d65bcea,2,1,26.5,0.544,2,1,21,118,3,1,8,1,0
e682e667,1,9,1.64,0.818,6,2,7,467,2,0,21,0,0
18e4dce4,4,11,1.16,0.786,4,4,157,33,5,0,21,0,0
8b0c287c,1,0,1.63,0.729,4,2,43,339,5,1,8,1,0
d961adc3,1,6,2.46,0.481,1,1,152,97,2,0,21,0,0
bc9548b7,10,3,37.29,0.522,7,1,93,26,4,1,3,1,0
b47144cb,1,18,1.64,0.728,9,1,28,339,0,0,21,0,0
f6361bed,3,5,2.51,0.689,5,2,131,628,3,0,21,0,0
8ef6f5f5,1,1,0.91,0.662,6,2,109,61,3,0,21,0,0
68494df2,4,8,1.69,0.882,1,0,152,65,6,0,21,0,0
f62abb20,6,9,3.94,0.54,2,2,28,89,4,0,21,0,0
1dd2879d,4,20,0.29,0.729,3,2,59,302,2,0,21,0,0
95265676,0,0,2.67,0.858,5,0,179,1,2,0,21,0,0
61a768ad,8,0,1.24,0.676,5,3,46,45,1,0,21,0,0
5cc4f13d,2,27,4.24,0.784,3,2,155,220,0,0,21,0,0
1717097d,4,2,11.64,0.286,6,2,151,93,3,0,1,1,0
b6d09d3f,2,4,2.05,0.85,2,1,58,72,6,0,21,0,0
7c557465,1,10,3.87,0.545,3,4,126,370,4,0,21,0,0
445baf7a,6,3,1.93,0.105,6,2,181,448,1,0,21,0,0
cd9154c4,0,13,9.56,0.716,4,1,185,532,1,0,21,0,0
9093610b,5,18,2.52,0.768,4,1,181,57,4,0,21,0,0
3a3b63c7,3,5,10.48,0.555,5,3,17,438,1,0,21,0,0
4102ebe4,1,9,4.23,0.354,4,4,63,240,1,0,21,0,0
81ebe9de,0,2,18.93,0.649,4,1,152,30,3,0,20,1,1
b68af595,17,46,5.8,0.898,4,1,36,169,4,0,21,0,0
cd854361,3,0,3.63,0.951,0,0,12,4,4,0,21,0,0
ba5c614b,2,1,9.41,0.667,5,1,13,221,4,0,21,0,0
7b4b5ace,2,2,22.06,0.696,4,1,75,238,3,0,21,0,0
7786054d,5,6,18.9,0.425,4,3,117,280,2,0,21,0,0
ec88f373,0,4,44.08,0.511,3,1,85,34,3,0,21,0,0
ba198686,0,13,2.99,0.667,5,0,161,178,5,0,21,0,0
10593602,5,5,4.52,0.71,2,2,92,35,2,0,21,0,0
a7e91fee,1,43,2.38,0.752,3,3,117,527,1,0,21,0,0
3aaaad48,7,5,1.24,0.588,2,3,168,202,3,0,21,0,0
a0fb6a0d,0,5,6.34,0.792,6,0,53,18,5,0,21,0,0
49c68405,8,1,0.22,0.864,5,2,18,37,3,0,21,0,0
6c8ebc13,0,14,5.13,0.612,10,2,39,196,1,0,21,0,0
2d860ff1,0,26,15.11,0.843,2,2,145,116,1,0,21,0,0
6cfc78a6,1,51,8.25,0.798,9,5,71,239,3,0,21,0,0
645be719,1,10,7.72,0.739,1,2,126,59,3,0,21,0,0
ead56d45,1,35,0.44,0.707,4,0,143,193,3,0,21,0,0
ddc8b5c2,9,7,20.65,0.516,5,2,85,35,1,0,21,0,0
b541ce2e,0,35,2.19,0.798,4,3,44,141,4,0,21,0,0
54cb5255,0,43,6.14,0.893,2,1,140,569,5,0,21,0,0
11e2c398,0,1,2.05,0.657,2,3,184,178,2,0,21,0,0
1e77dfe3,0,2,2.73,0.602,8,2,77,9,6,0,21,0,0
1701817a,0,9,7.97,0.799,5,1,182,807,6,0,21,0,0
c81af4aa,1,0,12.87,0.839,2,4,11,30,4,0,21,0,0
dc87f0b8,5,8,2.57,0.401,1,4,11,227,5,0,7,1,1
df60b6a2,11,1,4.0,0.693,4,1,9,136,3,0,21,0,0
26ba5961,2,0,0.96,0.898,5,0,192,62,3,0,21,0,0
b0ebb018,0,3,10.69,0.63,2,1,98,35,1,0,21,0,0
17542536,2,1,0.32,0.742,0,1,18,35,3,0,21,0,0
e4a4a490,1,42,0.7,0.562,6,5,141,351,3,0,21,0,0
5b9bbe0b,8,26,0.25,0.494,1,2,74,371,1,0,21,0,0
893f77c7,5,31,2.37,0.628,5,1,192,112,4,0,21,0,0
bb2a9335,1,10,2.9,0.932,5,0,187,19,6,0,21,0,0
82ca0555,7,21,5.02,0.733,6,2,44,388,0,0,21,0,0
dcb01fcd,12,9,10.76,0.402,5,1,184,120,5,0,21,0,0
aeb6c0a9,3,0,2.28,0.641,4,2,6,103,2,0,21,0,0
b184e328,17,2,5.58,0.919,2,3,127,94,2,0,21,0,0
0715f7b9,0,10,0.67,0.574,4,2,96,81,1,0,21,0,0
1bf9b608,3,5,6.35,0.796,3,2,47,134,5,0,21,0,0
807d705e,9,4,2.19,0.836,3,2,36,166,2,0,21,0,0
4b11c3bc,18,1,2.28,0.867,5,1,163,113,3,0,21,0,0
46cb2917,1,1,3.17,0.779,6,3,179,408,0,0,21,0,0
33b27ed0,5,1,1.47,0.736,2,2,158,68,7,0,21,0,0
c42ca275,0,20,2.69,0.739,2,3,39,155,1,0,21,0,0
20abd324,13,8,13.68,0.62,1,1,91,64,2,0,21,0,0
4d8da5ac,7,5,12.06,0.783,3,1,74,251,4,0,21,0,0
67f106e7,3,0,4.15,0.604,8,1,196,19,1,0,21,0,0
6c5a42ff,0,1,2.5,0.887,3,2,88,37,4,0,21,0,0
9bbba7a0,3,8,1.52,0.854,5,2,174,290,3,0,21,0,0
ebbe1cf4,2,1,1.11,0.921,4,0,30,36,4,0,21,0,0
fd6bf551,3,17,12.05,0.785,4,3,160,176,1,0,21,0,0
e1e218b4,8,30,3.3,0.857,3,2,168,632,2,0,21,0,0
a2046bf6,1,1,0.41,0.637,5,2,37,133,3,0,21,0,0
544968c9,9,8,0.78,0.846,7,4,113,37,1,0,21,0,0
2f289654,0,5,1.08,0.226,2,1,133,69,2,0,21,0,0
dfe520a8,2,49,0.13,0.795,6,4,192,312,2,0,21,0,0
09bc46ae,0,13,1.47,0.513,8,3,174,78,2,0,21,0,0
691772b7,11,11,0.28,0.908,4,1,65,231,2,0,21,0,0
4a28dce1,3,13,4.45,0.914,5,0,61,270,4,0,21,0,0
315edbdd,0,2,3.28,0.707,2,0,141,125,1,0,21,0,0
2561a0de,0,31,9.84,0.73,4,0,171,275,4,0,21,0,0
b5e95fe6,0,6,4.95,0.765,6,1,31,68,3,0,21,0,0
168c6c0f,2,8,59.5,0.558,4,0,173,130,3,0,21,0,0
0b1b8ee1,30,10,2.26,0.817,2,1,125,208,3,0,21,0,0
f7d101c5,0,1,1.75,0.845,5,2,131,33,2,0,21,0,0
af8287db,3,12,10.93,0.607,7,1,36,57,1,0,21,0,0
53975925,6,24,4.39,0.739,5,0,59,190,2,0,21,0,0
bf93ece6,3,4,3.43,0.822,5,1,185,191,4,0,21,0,0
31db8a90,2,5,9.95,0.658,6,1,183,122,3,0,21,0,0
cafe77fe,0,2,10.79,0.898,4,2,174,285,4,0,21,0,0
c4b94828,23,2,0.45,0.661,2,1,192,118,0,0,20,1,1
4205dca4,0,6,2.83,0.759,2,4,30,383,2,0,21,0,0
926042fc,1,31,5.43,0.727,5,1,137,239,2,0,21,0,0
cc5bb2d1,0,7,0.19,0.668,5,5,61,68,2,0,21,0,0
9e9add66,13,8,1.38,0.552,4,0,43,90,3,0,21,0,0
ecdf2959,5,36,5.82,0.447,7,3,138,198,3,0,21,0,0
0950a6cb,1,25,9.8,0.854,4,0,170,404,3,0,21,0,0
7f026c30,3,0,2.23,0.866,3,3,190,35,9,0,21,0,0
53f1dda7,5,1,1.0,0.58,8,3,122,130,2,0,21,0,0
5ca00738,8,1,3.71,0.645,1,2,100,22,4,0,21,0,0
549fe456,1,2,2.86,0.879,5,1,46,58,5,0,21,0,0
b0b5453d,1,22,1.69,0.553,3,1,52,208,2,0,21,0,0
48b1a6aa,3,6,0.68,0.719,3,3,38,14,1,0,21,0,0
e4d13a9c,3,1,1.95,0.743,4,1,136,195,3,0,21,0,0
b435dc7c,1,12,0.58,0.779,1,2,50,415,1,0,21,0,0
48319c94,0,2,1.46,0.725,6,0,191,627,3,0,21,0,0
829e617f,1,1,3.05,0.715,3,2,60,43,4,0,21,0,0
d461c611,2,3,1.6,0.831,6,0,30,248,0,0,21,0,0
a9e04d5e,2,41,26.88,0.632,4,4,7,469,9,0,21,0,0
561632a7,1,2,2.81,0.748,6,0,17,17,2,0,21,0,0
8cffbbb8,0,23,8.96,0.638,3,2,121,96,3,0,21,0,0
9620a685,1,24,3.76,0.807,4,2,104,453,7,0,21,0,0
c5d3c0d7,0,9,0.89,0.49,5,1,67,40,2,0,21,0,0
604814ce,0,29,1.64,0.467,4,0,88,488,1,0,21,0,0
d248da85,1,1,2.75,0.709,8,4,174,134,2,0,21,0,0
dd9fd016,32,8,1.62,0.801,2,1,53,18,5,0,21,0,0
d2fe1c67,0,2,3.23,0.77,8,2,58,107,2,0,21,0,0
57102df1,1,34,1.61,0.502,5,3,67,71,2,0,21,0,0
3b9b1b26,0,14,3.67,0.859,0,0,125,59,3,0,21,0,0
3f81d4e7,9,61,9.56,0.455,5,1,168,140,2,0,21,0,0
cffe9499,11,28,8.19,0.578,1,2,127,118,4,1,1,1,0
0032ef19,2,4,4.81,0.413,5,1,133,118,5,0,21,0,0
46bede46,0,12,3.93,0.619,4,2,182,16,3,1,4,1,1
7afc1461,4,5,1.0,0.776,7,1,133,291,3,0,21,0,0
bedf6b8d,7,10,11.21,0.57,1,0,161,118,1,0,21,0,0
8e1168da,1,25,0.46,0.487,5,1,133,309,3,0,21,0,0
bb57db59,1,7,2.28,0.759,1,0,198,313,1,0,21,0,0
4b307c7c,5,1,1.23,0.913,4,5,188,68,4,0,21,0,0
0daf2dae,3,3,6.46,0.677,2,0,100,1,1,0,21,0,0
a93d86c7,10,1,22.05,0.595,4,0,176,435,3,0,21,0,0
7847ee34,1,6,2.25,0.559,4,2,48,257,3,0,21,0,0
9035717c,5,3,20.02,0.749,2,1,13,20,4,0,21,0,0
7ed7a9ea,9,21,1.91,0.842,1,4,117,217,9,0,21,0,0
c517aab9,0,4,1.69,0.521,5,2,198,3,6,0,21,0,0
59ed7c17,1,2,1.58,0.635,1,1,134,5,4,0,21,0,0
a1aa9a6d,2,9,12.74,0.779,4,1,172,134,5,0,21,0,0
33e0db2a,7,9,12.08,0.309,3,4,179,18,2,0,21,0,0
487ff5ba,4,12,2.32,0.672,5,3,176,600,4,0,21,0,0
7067efaa,3,13,6.53,0.821,8,1,29,403,3,0,21,0,0
a9fb1d06,5,0,1.81,0.643,3,0,47,188,0,0,21,0,0
a71bf1bd,3,11,10.93,0.56,2,0,183,11,2,0,4,1,1
d1125d59,3,6,1.94,0.797,3,3,101,70,4,0,21,0,0
0a70e53c,0,11,9.16,0.731,4,4,190,83,4,0,21,0,0
3a1927cd,1,2,7.87,0.71,6,2,36,118,5,0,21,0,0
eed42657,3,6,5.53,0.576,6,1,2,33,4,0,21,0,0
d66aac3f,2,6,0.3,0.637,5,2,175,155,1,0,21,0,0
3e8be5a2,7,1,7.74,0.675,1,2,179,103,7,0,21,0,0
7d9d6715,10,32,12.52,0.744,3,1,58,529,1,0,21,0,0
3547baeb,3,32,4.3,0.956,5,4,194,495,2,0,21,0,0
f5354157,0,0,9.09,0.364,2,0,58,150,1,0,21,0,0
9f9fac12,7,6,3.12,0.906,3,4,143,186,3,0,21,0,0
f07167be,5,1,1.4,0.885,4,2,61,26,0,0,21,0,0
b8bc6453,13,5,2.98,0.798,7,4,141,45,3,0,21,0,0
9514476b,7,11,18.4,0.79,6,1,121,415,2,0,21,0,0
ecef10fb,0,13,5.08,0.584,3,2,106,216,1,0,21,0,0
ac99571e,4,1,1.5,0.69,6,2,85,37,0,0,21,0,0
ceb312a0,0,2,9.0,0.471,2,1,124,152,5,0,21,0,0
6b267371,2,23,7.96,0.813,4,2,24,491,2,0,21,0,0
a65cf542,1,31,13.96,0.437,7,2,108,76,3,0,21,0,0
0c9a830f,3,18,0.99,0.938,2,4,134,37,4,0,21,0,0
4bfecb44,4,28,1.55,0.677,3,1,115,512,8,0,21,0,0
d4fcc901,1,0,16.34,0.852,6,0,62,111,7,0,21,0,0
4b823b51,2,2,2.56,0.591,4,3,83,97,0,0,21,0,0
677035ca,4,8,0.18,0.306,6,2,79,56,5,0,21,0,0
1993a9dc,2,5,0.6,0.911,3,4,125,399,1,0,21,0,0
629b6715,0,7,8.65,0.697,5,0,121,336,8,0,21,0,0
2d2b8c57,1,28,1.92,0.609,3,1,170,92,5,0,21,0,0
68090654,1,0,1.61,0.783,1,2,64,5,0,0,13,1,1
d7cbce85,6,19,20.41,0.522,2,3,55,106,6,0,21,0,0
3f6a5166,3,0,4.29,0.771,6,0,188,35,0,0,21,0,0
ceb09fbc,0,2,10.73,0.598,2,2,90,27,3,0,21,0,0
ae8e3a06,6,7,4.21,0.56,4,2,183,89,5,0,21,0,0
c640de83,1,2,2.14,0.783,0,0,70,18,1,0,21,0,0
794426ba,0,59,0.55,0.551,5,1,25,568,7,0,21,0,0
b41e70e8,3,2,1.99,0.495,4,2,12,8,4,0,21,0,0
7d9d3b89,3,12,2.23,0.847,3,3,47,92,2,0,21,0,0
7bc7c7f7,10,7,0.93,0.587,4,0,16,31,2,1,3,1,1
28211305,3,23,7.43,0.412,2,4,95,210,3,0,21,0,0
57987c78,6,8,1.45,0.65,2,2,115,14,3,0,21,0,0
b1d97384,5,6,3.77,0.377,1,4,52,142,6,0,21,0,0
ec0016b9,6,27,1.9,0.846,8,2,163,266,2,0,21,0,0
6ef1cb21,2,19,1.26,0.741,11,0,131,539,6,0,21,0,0
3cc8b74c,4,14,0.67,0.922,6,2,75,215,5,0,21,0,0
966de295,1,0,1.67,0.55,5,2,135,18,4,0,21,0,0
30aff761,2,1,2.57,0.8,3,1,3,16,1,0,21,0,0
5ef0d853,6,15,3.78,0.394,2,1,96,236,4,0,21,0,0
17fd5485,5,2,2.04,0.723,2,4,153,43,6,0,20,1,0
a14f33be,7,6,3.52,0.732,5,1,87,106,3,0,21,0,0
6dab734b,0,13,4.35,0.829,5,1,151,676,5,0,21,0,0
f03c55e2,1,3,7.7,0.898,3,3,110,308,5,0,21,0,0
